Number,Type,Location,City,State,Zip,Phone,latitude,longitude,
8554,h,1835 Us Hwy 43 South,Winfield,AL,35594,(205) 487-4453,33.9314,-87.8291,0
8555,h,850 S St Louis Street,Batesville,AR,72501,(870) 793-5799,35.7711,-91.6411,0
8556,h,1000 Hollywood Street,Blytheville,AR,72315,(870) 762-5010,35.9291,-89.885,0
8557,h,2500 Clark Rd,Clarksville,AR,72830,(479) 754-8774,35.4622,-93.5065,0
8558,h,105 Oak Street,Conway,AR,72032,(501) 327-2646,35.0916,-92.4279,0
8559,h,2190 West 6th Street,Fayetteville,AR,72701,(479) 521-6108,36.055,-94.1909,0
8560,h,2985 N College Avenue,Fayetteville,AR,72703,(479) 442-6662,36.1062,-94.1466,0
8561,h,2720 Rogers,Fort Smith,AR,72901,(479) 782-7452,35.3756,-94.4033,0
8562,h,1820 Phoenix Av,Fort Smith,AR,72901-7949,(479) 646-1719,35.3389,-94.4161,0
8563,h,7501 Rogers Avenue,Fort Smith,AR,72903,(479) 452-4192,35.353,-94.3509,0
8564,h,4123 Grand Ave,Fort Smith,AR,72904,(479) 782-6412,35.3857,-94.3864,0
8565,h,1111 Highway 62 65 N,Harrison,AR,72601-2017,(417) 725-5167,36.2604,-93.1285,0
8566,h,11414 W Markham,Little Rock,AR,72211,(501) 227-6778,34.7541,-92.4025,0
8567,h,500 North East Us 62,Mountain Home,AR,72653,(870) 425-9393,36.3321,-92.3602,0
8568,h,604 Ne Main,Mountain View,AR,72560,(870) 246-4167,35.8729,-92.1166,0
8569,h,1700 Malcolm,Newport,AR,72112,(870) 344-2665,35.6056,-91.2587,0
8570,h,4901 John F Kennedy Blvd,North Little Rock,AR,72116,(501) 753-9668,34.8003,-92.2553,0
8571,h,301 Linwood,Paragould,AR,72450,(870) 793-5799,36.0539,-90.505,0
8572,h,950 East Main,Piggott,AR,72454,(870) 598-2024,36.3816,-90.1793,0
8573,h,2828 W 28th,Pine Bluff,AR,71603,(501) 536-5050,34.2017,-92.0317,0
8574,h,116 Ron Harrod Rd,Prescott,AR,71857-9053,(870) 887-1744,33.82,-93.3926,0
8575,h,1201 West Main Street,Russellville,AR,72801,(479) 968-6300,35.281,-93.1444,0
8576,h,3095 E Main Street,Russellville,AR,72802-9643,(479) 890-6226,35.278,-93.0941,0
8577,h,2997 East Race St,Searcy,AR,72143,(501) 268-4858,35.2506,-91.6947,0
8578,h,201 N Rock St,Sheridan,AR,72150-2224,(870) 942-7015,34.3079,-92.3993,0
8579,h,1625 Hwy 412 West,Siloam Springs,AR,72761,(479) 524-8344,36.1762,-94.5565,0
8580,h,401 South Thompson St,Springdale,AR,72764,(479) 751-1021,36.182,-94.1385,0
8581,h,519 Bay Road,Dover,DE,19901,(302) 674-0371,39.157,-75.5101,0
8582,h,50 Greentree Drive,Dover,DE,19904,(302) 674-8335,39.1608,-75.5567,0
8583,h,501 North Dupont Highway,Georgetown,DE,19947,(302) 856-3204,38.6967,-75.4007,0
8584,h,7237 Milford Harrington Hwy,Harrington,DE,19952-2304,(302) 398-8343,38.924,-75.5658,0
8585,h,189 N Dual Highway,Laurel,DE,19956-1231,(302) 875-6013,38.5562,-75.5566,0
8586,h,698 N Dupont Blvd,Milford,DE,19963,(302) 422-6083,38.9203,-75.4385,0
8587,h,Route 113,Millsboro,DE,19966,(302) 934-9106,38.6097,-75.2054,0
8588,h,328 W Stein Hwy,Seaford,DE,19973-1335,(302) 629-8677,38.6464,-75.622,0
8589,h,126 Magnolia Ave,Auburndale,FL,33823,(863) 967-9220,28.0588,-81.7847,0
8590,h,2111 S Waukesha St,Bonifay,FL,32425-3125,(850) 547-4666,30.7757,-85.6824,0
8591,h,404 Hwy 27,Branford,FL,32008,(386) 935-3979,29.9182,-82.8931,0
8592,h,1685 W Jefferson St,Brooksville,FL,34601-2417,(352) 799-6126,28.5524,-82.42,0
8593,h,542309 Us Hwy 1,Callahan,FL,32011-6496,(904) 879-5748,30.563,-81.8291,0
8594,h,651 West Washington St,Chattahoochee,FL,32324,(850) 663-4515,30.7048,-84.85,0
8595,h,1024 N Young Blvd,Chiefland,FL,32626-1109,(352) 493-1116,29.4886,-82.8612,0
8596,h,1212 Main St,Chipley,FL,32428-2471,(850) 638-8532,30.7665,-85.5402,0
8597,h,2635 Highway 231,Cottondale,FL,32431,(850) 352-1097,30.7582,-85.3799,0
8598,h,2994 Crawfordville Hwy,Crawfordville,FL,32327-2302,(850) 926-8337,30.1789,-84.3752,0
8599,h,3702 S Ferdon Blvd,Crestview,FL,32536-5213,(850) 682-0529,30.723,-86.5693,0
8600,h,15909 Se 19 Hwy,Cross City,FL,32628-3513,(352) 498-5077,29.6377,-83.135,0
8601,h,1098 W International Speedway Blvd.,Deland,FL,32720-0967,(904) 738-1469,29.0545,-81.3248,0
8602,h,28199 Us Hwy 27,Dundee,FL,33838-4274,(863) 439-6184,28.0239,-81.6112,0
8603,h,241 South Us Hwy 17,East Palatka,FL,32131,(904) 328-6469,29.6465,-81.5969,0
8604,h,4900 Palm Beach Blvd,Fort Myers,FL,33905,(239) 693-5797,26.6797,-81.8062,0
8605,h,979 State Hwy 20 E,Freeport,FL,32439-3933,(850) 835-2596,30.5038,-86.1523,0
8606,h,822 N Beal Pkwy,Fort Walton Beach,FL,32548,(850) 862-4926,30.4492,-86.6387,0
8607,h,5425 Cotton St,Graceville,FL,32440-1208,(850) 263-4919,30.9627,-85.5168,0
8608,h,3538 Hwy 17 N,Green Cove Springs,FL,32043,(904) 529-9437,29.9797,-81.7306,0
8609,h,266 West Broad Street,Groveland,FL,34736,(352) 429-9377,28.5605,-81.8575,0
8610,h,10 Nw Santa Fe Blvd,High Springs,FL,32643,(386) 454-1933,29.8302,-82.595,0
8611,h,3960 Suncoast Blvd,Homosassa Springs,FL,34447,(352) 628-1990,28.8033,-82.5761,0
8612,h,873 Lane Ave South,Jacksonville,FL,32205-4704,(904) 695-9522,30.3101,-81.7517,0
8613,h,6914 Norwood Avenue,Jacksonville,FL,32208,(904) 764-6518,30.3806,-81.6709,0
8614,h,6852 Wilson Avenue,Jacksonville,FL,32210,(904) 772-9669,30.27,-81.757,0
8615,h,909 Arlington Rd,Jacksonville,FL,32211,(904) 725-2722,30.3284,-81.5863,0
8616,h,J Turner Butler Blvd 5081,Jacksonville,FL,32216,(904) 296-0255,30.2836,-81.5823,0
8617,h,498 Busch Drive,Jacksonville,FL,32218,(904) 751-1805,30.4299,-81.6526,0
8618,h,8040 Normandy Blvd,Jacksonville,FL,32221,(904) 693-0467,30.2919,-81.7823,0
8619,h,11191 San Jose Blvd,Jacksonville,FL,32223,(904) 886-2700,30.1712,-81.629,0
8620,h,9111 Merrill Road,Jacksonville,FL,32225,(904) 745-1629,30.3526,-81.5496,0
8621,h,12771 Atlantic Blvd,Jacksonville,FL,32225,(904) 221-7136,30.319,-81.4717,0
8622,h,1500 Mayport Road,Jacksonville,FL,32233,(904) 246-0971,30.3356,-81.415,0
8623,h,6680 Commonwealth Ave,Jacksonville,FL,32254-2218,(904) 783-0960,30.3356,-81.7578,0
8624,h,9210 Bay Meadows Rd,Jacksonville,FL,32256,(904) 737-3252,30.2207,-81.5671,0
8625,h,7401 State Rd 21,Keystone Heights,FL,32656,(352) 473-7745,29.7917,-82.0264,0
8626,h,1205 E Main Street,Lake Butler,FL,32054,(386) 496-1361,30.0237,-82.3283,0
8627,h,279 W Duval St,Lake City,FL,32055-3987,(386) 752-6621,30.1895,-82.6392,0
8628,h,2609 W Us Highway 90,Lake City,FL,32055-4727,(386) 755-4672,30.1828,-82.6575,0
8629,h,Sr 100 & Baya Ave.,Lake City,FL,32055,(386) 752-0393,30.1839,-82.6003,0
8630,h,43 East Country Road Sr 470,Lake Panasoffkee,FL,33538,(352) 793-1111,28.7993,-82.1363,0
8631,h,2050 W Memorial Blvd,Lakeland,FL,33815-1185,(863) 682-0794,28.0545,-81.989,0
8632,h,1110 North 14th Street,Leesburg,FL,34748,(352) 787-3602,28.8238,-81.8873,0
8633,h,3004 Lee Blvd.,Lehigh Acres,FL,33971,(941) 369-5787,26.6174,-81.676,0
8634,h,608 Ohio Ave S,Live Oak,FL,32064-3240,(386) 362-7238,30.292,-82.987,0
8635,h,1490 South 6th Street,Macclenny,FL,32063,(904) 259-6999,30.2626,-82.123,0
8636,h,4652 E Highway 90,Marianna,FL,32446-3501,(850) 482-3100,30.7705,-85.2072,0
8637,h,3992 S Babcock St,Melbourne,FL,32901-8212,(321) 676-4740,28.05,-80.6218,0
8638,h,2730 Blanding Blvd,Middleburg,FL,32068,(904) 282-1889,30.0607,-81.8774,0
8639,h,6527 Hwy 90,Milton,FL,32570,(850) 623-3018,30.6245,-87.034,0
8640,h,810 N Us Hwy 27,Minneola,FL,34755,(352) 242-6717,28.3583,-81.6781,0
8641,h,24915 W Newberry Rd,Newberry,FL,32669-1500,(352) 472-4220,29.6465,-82.6058,0
8642,h,324 John C Sims Parkway,Niceville,FL,32578,(850) 678-6422,30.5013,-86.4368,0
8643,h,6155 Sr 200,Ocala,FL,34476,(352) 873-0243,29.0786,-82.2129,0
8644,h,10840 West Colonial Dr,Ocoee,FL,34761,(407) 877-6523,28.5515,-81.5393,0
8645,h,Us Hwy 19 & Sr 349 N,Old Town,FL,32680,(352) 542-8887,29.7745,-83.3239,0
8646,h,491 Blanding Blvd,Orange Park,FL,32073,(904) 272-0754,30.1581,-81.747,0
8647,h,5212 Silver Star Rd,Orlando,FL,32808,(407) 293-4784,28.5778,-81.4518,0
8648,h,10001 Lake Underhill Dr,Orlando,FL,32825,(904) 698-3200,28.5395,-81.244,0
8649,h,4200 Hwy 90,Pace,FL,32571-2000,(850) 994-2153,30.6038,-87.148,0
8650,h,3439 Highway 77,Panama City,FL,32405-5009,(850) 763-6227,30.2106,-85.6499,0
8651,h,1570 West Fairfield,Pensacola,FL,32501-1123,(850) 432-1669,30.4452,-87.2349,0
8652,h,6399 North 9th Avenue,Pensacola,FL,32504-7350,(850) 478-8639,30.4899,-87.1956,0
8653,h,41 S Navy Blvd,Pensacola,FL,32507,(850) 453-2840,30.3868,-87.2784,0
8654,h,1901 East Nine Mile Road,Pensacola,FL,32514,(850) 474-1968,30.5319,-87.2211,0
8655,h,2500 Wilde Lake Blvd,Pensacola,FL,32526-8710,(850) 944-7668,30.5198,-87.3142,0
8656,h,8001 Pensacola Blvd,Pensacola,FL,32534-4351,(850) 477-8256,30.5115,-87.2705,0
8657,h,2046 Us 19 South,Perry,FL,32347,(850) 584-6714,30.0992,-83.5838,0
8658,h,4096 Ridgewood Avenue,Port Orange,FL,32127,(386) 788-3863,29.1422,-80.987,0
8659,h,100 West Jefferson Street,Quincy,FL,32351,(850) 627-2424,30.5883,-84.5783,0
8660,h,402 South Tamiami Trail,Ruskin,FL,33570,(813) 645-7940,27.7162,-82.4338,0
8661,h,5690 W. State Road 46,Sanford,FL,32771,(904) 698-3200,28.812,-81.3626,0
8662,h,11705 East Us Hwy 92,Seffner,FL,33584,(813) 620-0756,28.0017,-82.3021,0
8663,h,3795 34th Street N,St. Petersburg,FL,33713,(727) 527-7494,27.806,-82.6793,0
8664,h,435 S Temple Ave,Starke,FL,32091-3940,(904) 964-6700,29.9416,-82.1114,0
8665,h,196 Palmetto St,Tallahassee,FL,32301-5432,(850) 645-6817,30.42,-84.2828,0
8666,h,5818 N Monroe St,Tallahassee,FL,32303-7951,(850) 514-1073,30.5327,-84.3625,0
8667,h,3820 S Dale Mabry,Tampa,FL,33611,(813) 831-4358,27.9078,-82.506,0
8668,h,4116 W Hillsborough Ave,Tampa,FL,33614,(813) 870-1290,27.9959,-82.5119,0
8669,h,41206 Us Highway 19 North,Tarpon Springs,FL,34689,(727) 934-4581,28.1464,-82.7407,0
8670,h,301 East Burleigh Blvd,Tavares,FL,32778,(352) 343-1990,28.8164,-81.726,0
8671,h,1909 E Sr 60,Valrico,FL,33594,(813) 654-3320,27.9116,-82.2412,0
8672,h,15145 Ne Us Hwy 301,Waldo,FL,32694,(352) 468-2151,29.7939,-82.1673,0
8673,h,6292 Commercial Way,Weeki Wachee,FL,34613,(352) 596-9068,28.5223,-82.5699,0
8674,h,404 South Main Street,Wildwood,FL,34785,(352) 748-6262,28.858,-82.043,0
8675,h,306 W Noble Ave,Williston,FL,32696,(352) 528-0047,29.3869,-82.4507,0
8676,h,15821 Hwy 231 North,Youngstown,FL,32466,(850) 722-4251,30.4337,-85.4279,0
8677,h,36502 State Road 54,Zephyrhills,FL,33541,(813) 788-6622,28.2298,-82.2147,0
8678,h,1097 Highway 92,Acworth,GA,30102-2025,(770) 966-1361,34.0813,-84.6546,0
8679,h,101 Princeton Blvd,Adairsville,GA,30103,(770) 773-3710,34.3767,-84.9142,0
8680,h,807 W 4th Street,Adel,GA,31620,(229) 896-2309,31.1343,-83.4332,0
8681,h,2324 Oglethorpe Boulevard,Albany,GA,31705,(229) 888-0880,31.5741,-84.096,0
8682,h,922 S Pierce St,Alma,GA,31510,(912) 367-9424,31.5313,-82.4636,0
8683,h,91 S Main St,Alpharetta,GA,30004-1965,(770) 475-2401,34.0731,-84.2954,0
8684,h,220 Tripp St,Americus,GA,31709,(229) 924-4559,32.0717,-84.2177,0
8685,h,496 North Avenue,Athens,GA,30601,(706) 353-6563,33.9769,-83.3641,0
8686,h,2516 Bouldercrest Drive Se,Atlanta,GA,30316-4808,(404) 243-0047,33.6878,-84.3106,0
8687,h,6671 Roswell Rd,Atlanta,GA,30328,(404) 303-7817,33.9363,-84.3786,0
8688,h,1000 E Shotwell St,Bainbridge,GA,39819-4150,(229) 246-0610,30.9038,-84.5634,0
8689,h,323 College Street,Barnesville,GA,30204,(770) 358-6122,33.0526,-84.1536,0
8690,h,653 S Main St,Baxley,GA,31513,(912) 367-7322,31.769,-82.3527,0
8691,h,515 So Alabama Ave,Bremen,GA,30110,(770) 537-0356,33.7163,-85.1431,0
8692,h,4428 New Jesup Hwy,Brunswick,GA,31520,(912) 261-8751,31.2076,-81.5101,0
8693,h,1520 Us Highway 23,Buford,GA,30518,(770) 945-6397,34.12,-84.0219,0
8694,h,98 U S Highway 84,Cairo,GA,39828-1602,(229) 377-1197,30.8865,-84.2076,0
8695,h,406 W Court St,Calhoun,GA,30701,(706) 625-1031,34.5026,-84.9537,0
8696,h,2284 Hwy 41 Nw,Calhoun,GA,30701,(706) 629-6961,34.4983,-84.9304,0
8697,h,161 Marietta Hwy,Canton,GA,30114,(770) 479-9670,34.2429,-84.4948,0
8698,h,1375 S Park St,Carrollton,GA,30117,(770) 832-8821,33.5545,-85.0737,0
8699,h,1099 North Third Av,Chatsworth,GA,30705,(706) 695-8675,34.786,-84.7718,0
8700,h,Sec Us 301 E Long St,Claxton,GA,30417,(912) 739-1343,32.1579,-81.9022,0
8701,h,226 W Crawford St,Colquitt,GA,39837-3409,(229) 758-6142,31.1709,-84.736,0
8702,h,2501 Airport Thruway,Columbus,GA,31904,(706) 322-1304,32.5198,-84.9574,0
8703,h,3848 St Marys Rd,Columbus,GA,31906,(706) 687-1809,32.4465,-84.9311,0
8704,h,44 Homer Rd,Commerce,GA,30529,(706) 335-3000,34.2064,-83.4619,0
8705,h,1702 East 16th Avenue,Cordele,GA,31015-5307,(229) 273-3467,31.9607,-83.7564,0
8706,h,900 S Thornton Avenue,Dalton,GA,30720,(706) 226-4914,34.7595,-84.9704,0
8707,h,1301 Cleveland Hwy,Dalton,GA,30721-8632,(615) 476-7521,34.7996,-84.9623,0
8708,h,350 General Daniel Ave N,Danielsville,GA,30633-6910,(706) 795-3969,34.1293,-83.2177,0
8709,h,310 East 3rd Street,Donalsonville,GA,39845-1648,(229) 524-5059,31.0405,-84.8789,0
8710,h,1208 Industrial Blvd,East Ellijay,GA,30540-8265,(706) 276-1200,34.685,-84.4763,0
8711,h,4360 Washington Road,Evans,GA,30809-3938,(706) 228-5188,33.5405,-82.1332,0
8712,h,260 North Lee Street,Forsyth,GA,31029,(478) 994-4118,33.0417,-83.9385,0
8713,h,U S Hwy 27,Franklin,GA,30217,(706) 675-9626,33.2891,-85.1176,0
8714,h,541 Battlefield Parkway,Fort Oglethorpe,GA,30742,(706) 861-1769,34.955,-85.2561,0
8715,h,Highway 301 (Main St),Glennville,GA,30427,(912) 654-3748,31.9518,-81.9581,0
8716,h,201 E Broad St,Greensboro,GA,30642,(706) 453-4062,33.5757,-83.1809,0
8717,h,1619 North Expressway,Griffin,GA,30223,(770) 229-5865,33.2759,-84.2914,0
8718,h,341 Broad Street,Hawkinsville,GA,31036,(478) 892-3750,32.2821,-83.4681,0
8719,h,66 S Tallahassee St,Hazlehurst,GA,31539,(912) 375-4803,31.8631,-82.6019,0
8720,h,244 Main Street Route 3 Box A,Hiawassee,GA,30546,(706) 896-2402,34.9242,-83.7296,0
8721,h,169 W Hendry St,Hinesville,GA,31313,(912) 876-4220,31.8427,-81.5992,0
8722,h,220 E Dame Street,Homerville,GA,31634,(229) 487-2239,31.0363,-82.7488,0
8723,h,1090 North First Street,Jesup,GA,31545,(912) 530-8090,31.6156,-81.8756,0
8724,h,813 N Main St,La Fayette,GA,30728-2245,(706) 638-4600,34.7191,-85.2801,0
8725,h,1220 Lakes Blvd,Lake Park,GA,31636,(229) 559-5515,30.6812,-83.2207,0
8726,h,603 S Valdosta Rd,Lakeland,GA,31635,(229) 482-3930,31.0351,-83.0729,0
8727,h,14010 Jones St,Lavonia,GA,30553-1155,(706) 356-8303,34.4358,-83.1071,0
8728,h,685 Buford Dr,Lawrenceville,GA,30045,(770) 962-9109,33.9779,-83.9854,0
8729,h,258 Us 19 S,Leesburg,GA,31763,(229) 759-2150,31.6832,-84.1729,0
8730,h,112 Elm Street,Lincolnton,GA,30817,(706) 359-6840,33.789,-82.4796,0
8731,h,525 Franklin Road,Marietta,GA,30067,(770) 426-0194,33.9389,-84.5075,0
8732,h,2520 Delk Road,Marietta,GA,30067,(770) 951-2102,33.9226,-84.4792,0
8733,h,182 Keys Ferry Street,McDonough,GA,30253,(770) 954-1581,33.4471,-84.1412,0
8734,h,3056 Jodeco Road,McDonough,GA,30253,(770) 957-0915,33.4823,-84.2136,0
8735,h,880 S Lewis St #121,Metter,GA,30439,(912) 685-6979,32.3852,-82.0615,0
8736,h,315 South Broad St,Monroe,GA,30655,(770) 267-5700,33.7912,-83.7127,0
8737,h,552 Forsyth Street,Monticello,GA,31064,(706) 468-6282,33.3031,-83.6861,0
8738,h,1729 1st Avenue Southeast,Moultrie,GA,31768,(229) 559-5919,31.1776,-83.7653,0
8739,h,620 South Davis,Nashville,GA,31639,(229) 686-7344,31.1972,-83.2512,0
8740,h,231 Temple Ave,Newnan,GA,30263,(770) 251-7806,33.3866,-84.8188,0
8741,h,4201 Sharpsburg,Newnan,GA,30265,(770) 251-1267,33.4045,-84.7121,0
8742,h,203 N Main St,Pearson,GA,31642-9215,(912) 422-3100,31.2986,-82.8526,0
8743,h,135 Curry St Ne,Pelham,GA,31779,(229) 294-2278,31.1302,-84.1498,0
8744,h,100 Governor Treutlen Rd,Pooler,GA,31322-3401,(912) 748-7297,32.1132,-81.2409,0
8745,h,1300 W Screven Street,Quitman,GA,31643,(229) 263-7113,30.7853,-83.5712,0
8746,h,9878 Ford Ave,Richmond Hill,GA,31324,(912) 756-2208,31.949,-81.3117,0
8747,h,5486 Alabama St,Ringgold,GA,30736,(706) 935-2188,34.9092,-85.1281,0
8748,h,7527 Highway 85,Riverdale,GA,30274,(770) 603-3425,33.5492,-84.4151,0
8749,h,3110 Cedartown Hwy Sw,Rome,GA,30161-9590,(706) 291-2998,34.17,-85.2101,0
8750,h,2300 Shorter Ave,Rome,GA,30165-1944,(706) 235-9988,34.2645,-85.1928,1
8751,h,300 McFarland Ave,Rossville,GA,30741,(615) 476-7521,34.982,-85.2877,0
8752,h,3715 Ogeechee Rd,Savannah,GA,31405-1309,(912) 232-5777,32.053,-81.145,0
8753,h,322 Mall Blvd,Savannah,GA,31406-4724,(912) 354-4115,32.0039,-81.113,0
8754,h,499 Johnny Mercer Blvd,Savannah,GA,31410-2123,(912) 897-2739,32.0179,-80.9768,0
8755,h,1 Gateway Blvd S,Savannah,GA,31419-7551,(912) 925-3869,32.0004,-81.284,0
8756,h,2537 W Main St,Snellville,GA,30078,(770) 972-1066,33.8576,-84.0207,0
8757,h,3025 Osborne Rd,St. Marys,GA,31558,(912) 882-1027,30.7502,-81.5722,1
8758,h,612 Northside Dr E,Statesboro,GA,30458,(912) 764-3802,32.4387,-81.7637,0
8759,h,5259 Highway 78,Stone Mountain,GA,30087,(770) 469-0345,33.8238,-84.1101,0
8760,h,501 S Main St,Swainsboro,GA,30401,(912) 237-9277,32.584,-82.3207,0
8761,h,587 Carrollton Road,Temple,GA,30179-4134,(770) 562-2689,33.7208,-85.0289,0
8762,h,624 N Church St,Thomaston,GA,30286,(706) 647-8444,32.8992,-84.3284,0
8763,h,1640 Remington Ave,Thomasville,GA,31792-9704,(229) 228-9287,30.8523,-83.948,0
8764,h,178 Southwell Blvd,Tifton,GA,31794-9683,(229) 382-9477,31.4165,-83.5025,0
8765,h,718 Big A Road S,Toccoa,GA,30577-3165,(706) 886-2188,34.5708,-83.3076,0
8766,h,Highway 136 W. Killian,Trenton,GA,30752,(706) 657-7588,34.8928,-85.5242,0
8767,h,813 South Patterson St,Valdosta,GA,31601,(229) 559-5892,30.8218,-83.2739,0
8768,h,1102 N St Augustine Rd,Valdosta,GA,31601-3545,(229) 244-5102,30.8393,-83.3194,0
8769,h,2901 North Ashley St,Valdosta,GA,31602-1707,(229) 559-5892,30.8697,-83.288,0
8770,h,161 Commerce Dr,Villa Rica,GA,30180-1533,(770) 459-0969,33.7257,-84.9402,0
8771,h,421 North Davis Drive,Warner Robins,GA,31093,(478) 922-5960,32.6279,-83.6131,0
8772,h,2829 Watson Blvd,Warner Robins,GA,31093,(478) 953-4632,32.6182,-83.6809,0
8773,h,1118 S Clinton,Albia,IA,52531,(641) 774-5000,41.017,-92.8089,0
8774,h,1304 East Third St,Anamosa,IA,52205,(319) 588-3115,42.1046,-91.2703,0
8775,h,2806 Mt Pleasant St,Burlington,IA,52601,(319) 758-9288,40.8259,-91.1379,0
8776,h,605 S 10th Street,Burlington,IA,52601,(319) 758-0437,40.8016,-91.1114,0
8777,h,3214 1st Ave Ne,Cedar Rapids,IA,52402,(319) 362-7826,42.0101,-91.6351,0
8778,h,1981 Blairs Ferry Rd,Cedar Rapids,IA,52402-5876,(319) 395-9168,42.0348,-91.6658,0
8779,h,1519 6th St Sw,Cedar Rapids,IA,52404,(319) 363-7710,41.9625,-91.6768,0
8780,h,35 Miller Avenue,Cedar Rapids,IA,52404,(319) 364-3899,41.9244,-91.6587,0
8781,h,324 Edgewood Rd,Cedar Rapids,IA,52405,(319) 396-2849,41.9749,-91.7162,0
8782,h,100 E Maple,Centerville,IA,52544,(641) 856-8110,40.7324,-92.8739,0
8783,h,2002 Court Ave,Chariton,IA,50049-1954,(641) 774-5000,41.0145,-93.326,0
8784,h,329 Central Avenue West,Clarion,IA,50525,(515) 532-2442,42.7316,-93.736,0
8785,h,117 South 2nd Street,Clinton,IA,52732,(563) 243-3790,41.845,-90.1881,0
8786,h,107 2nd St,Coralville,IA,52241-2605,(319) 354-4275,41.6693,-91.566,0
8787,h,3200 S Expressway,Council Bluffs,IA,51501,(712) 366-9549,41.228,-95.8516,0
8788,h,807 West Taylor,Creston,IA,50801,(641) 782-8917,41.0493,-94.3692,0
8789,h,2202 Rockingham,Davenport,IA,52802,(563) 323-4353,41.516,-90.6098,0
8790,h,1715 Division St,Davenport,IA,52804-3534,(563) 323-2213,41.5371,-90.601,0
8791,h,5232 Brady Street,Davenport,IA,52806,(563) 386-9585,41.5738,-90.5695,0
8792,h,709 Sixth Ave.,De Witt,IA,52742,(563) 659-9860,41.8344,-90.541,0
8793,h,6304 Sw 9th St,Des Moines,IA,50315,(515) 285-9892,41.5273,-93.6259,0
8794,h,8755 University Ave,Des Moines,IA,50325,(515) 225-0410,41.6005,-93.7385,0
8795,h,420 Rhomberg,Dubuque,IA,52001,(319) 582-5603,42.5125,-90.666,0
8796,h,2196 University,Dubuque,IA,52001,(319) 588-3115,42.4994,-90.695,0
8797,h,4860 Asbury Rd,Dubuque,IA,52002-0419,(563) 584-0180,42.5151,-90.7457,0
8798,h,2100 Twin Valley Drive,Dubuque,IA,52003,(319) 557-7515,42.4596,-90.6732,0
8799,h,Hwy 136 & 13th Ave Se,Dyersville,IA,52040,(319) 588-3115,42.4874,-91.1233,0
8800,h,105 S 9th Ave,Eldridge,IA,52748-1925,(563) 285-8377,41.6546,-90.5718,0
8801,h,1736 Central Ave,Estherville,IA,51334,(712) 362-7415,43.4021,-94.8205,0
8802,h,126 N. 6th St.,Forest City,IA,50436,(641) 585-5741,43.2638,-93.6398,0
8803,h,6 S 15th St,Fort Dodge,IA,50501,(515) 576-3471,42.506,-94.1779,0
8804,h,1431 Avenue H,Fort Madison,IA,52627,(319) 372-9426,40.6303,-91.3233,0
8805,h,605 Highway 18 West,Garner,IA,50438,(641) 923-3489,43.1122,-93.6108,0
8806,h,1019 West St,Grinnell,IA,50112-1645,(641) 236-6524,41.7444,-92.7274,1
8807,h,10 3rd Street Sw,Hampton,IA,50441,(515) 456-3312,42.7415,-93.211,0
8808,h,1203 Tenth Ave North,Humboldt,IA,50548,(515) 332-5626,42.7319,-94.2261,0
8809,h,1002 Pleasant Avenue,Knoxville,IA,50138,(641) 842-2346,41.3206,-93.1089,0
8810,h,30 5th Ave Nw,Le Mars,IA,51031-3427,(712) 546-8003,42.7936,-96.1737,0
8811,h,205 West Main,Manchester,IA,52057,(563) 927-5888,42.4841,-91.4597,0
8812,h,3495 7th Avenue,Marion,IA,52302,(319) 377-3735,42.0359,-91.5745,0
8813,h,902 S Center St,Marshalltown,IA,50158-3240,(641) 753-0577,42.038,-92.9126,0
8814,h,515 South Delaware,Mason City,IA,50401,(641) 424-5395,43.1469,-93.1995,0
8815,h,103 South Main,Monticello,IA,52310,(319) 465-5307,42.2379,-91.184,0
8816,h,102 Highway 1 S,Mount Vernon,IA,52314-1580,(319) 895-6520,41.8671,-91.4835,0
8817,h,905 E Washington St,Mount Pleasant,IA,52641-1948,(319) 385-4848,40.9644,-91.5412,0
8818,h,705 Grandview Ave,Muscatine,IA,52761,(563) 264-6096,41.4095,-91.0632,0
8819,h,809 Albany Place,Orange City,IA,51041,(712) 737-8979,42.9973,-96.0566,0
8820,h,1321 Main Street,Osage,IA,50461,(641) 732-5968,43.2842,-92.8002,0
8821,h,208 A Avenue W,Oskaloosa,IA,52577,(641) 673-4454,41.2961,-92.6465,0
8822,h,U S Hwy 18 @ U S Hwy 60,Sheldon,IA,51201,(712) 324-5286,43.1862,-95.8624,0
8823,h,660 N Main,Sioux Center,IA,51250,(712) 722-3663,43.0838,-96.1755,0
8824,h,910 Gordon Drive,Sioux City,IA,51101,(712) 258-5499,42.4896,-96.399,0
8825,h,4440 Sergeant Road,Sioux City,IA,51106,(712) 276-8395,42.4479,-96.348,0
8826,h,704 South Grand,Spencer,IA,51301-5730,(712) 262-5988,43.1314,-95.1438,0
8827,h,605 Flindt Drive,Storm Lake,IA,50588,(712) 732-4015,42.6448,-95.1877,0
8828,h,601 Cedar Street,Tipton,IA,52772,(563) 886-3140,41.7711,-91.1286,0
8829,h,Junctions 63 And 30,Toledo,IA,52342,(515) 484-4926,42.0172,-92.5622,0
8830,h,210 South K,Vinton,IA,52349,(319) 472-4806,42.1694,-92.0373,0
8831,h,3110 University Ave,Waterloo,IA,50701-2011,(319) 235-1287,42.5001,-92.3861,0
8832,h,805 Franklin,Waterloo,IA,50703,(319) 236-2595,42.4991,-92.3307,0
8833,h,503 Rossville Road,Waukon,IA,52172,(515) 424-5395,43.2651,-91.4749,0
